"REF_DATE","GEO","DGUID","Hours worked","Job","Type of work","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.7","","","","1"
"2014-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2015-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.4","","","","1"
"2015-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.4","","","","1"
"2015-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.4","","","","1"
"2015-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2015-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"2015-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"2015-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.6","","","","1"
"2015-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.7","","","","1"
"2015-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"2015-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.8","","","","1"
"2015-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.8","","","","1"
"2015-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.7","","","","1"
"2016-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2016-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.4","","","","1"
"2016-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.5","","","","1"
"2016-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2016-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.0","","","","1"
"2016-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"2016-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"2016-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"2016-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"2016-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2016-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.5","","","","1"
"2016-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.4","","","","1"
"2017-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.3","","","","1"
"2017-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.3","","","","1"
"2017-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.4","","","","1"
"2017-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.4","","","","1"
"2017-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"2017-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.0","","","","1"
"2017-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"2017-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"2017-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.0","","","","1"
"2017-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"2017-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2017-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2018-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2018-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.4","","","","1"
"2018-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2018-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.8","","","","1"
"2018-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.0","","","","1"
"2018-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"2018-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"2018-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"2018-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"2018-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.8","","","","1"
"2018-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2018-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2019-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.3","","","","1"
"2019-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.3","","","","1"
"2019-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.4","","","","1"
"2019-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.5","","","","1"
"2019-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.7","","","","1"
"2019-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.0","","","","1"
"2019-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"2019-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"2019-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.8","","","","1"
"2019-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.7","","","","1"
"2019-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2019-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.5","","","","1"


